megyeNev,telepulesNev,megyeKod,telepulesKod,szavkorSorszam,jeloloSzervezet,jeloltNev,szavazatSzam,szavazatAranySzavkorben
PEST,Göd,14,46,10, Mi Hazánk,SIPOS RICHÁRD ,39,"11,78%"
PEST,Göd,14,46,11, DK-JOBBIK-LMP-MINDENKI MAGYARORSZÁGA-MOMENTUM-PÁRBESZÉD,BALOGH CSABA ,235,"50,32%"
PEST,Göd,14,46,11, FIDESZ-KDNP,MARKÓ JÓZSEF ,190,"40,69%"
PEST,Göd,14,46,11, Mi Hazánk,SIPOS RICHÁRD ,42,"8,99%"
PEST,Göd,14,46,12, DK-JOBBIK-LMP-MINDENKI MAGYARORSZÁGA-MOMENTUM-PÁRBESZÉD,BALOGH CSABA ,294,"57,87%"
PEST,Göd,14,46,12, FIDESZ-KDNP,MARKÓ JÓZSEF ,176,"34,65%"
PEST,Göd,14,46,12, Mi Hazánk,SIPOS RICHÁRD ,38,"7,48%"
PEST,Göd,14,46,13, DK-JOBBIK-LMP-MINDENKI MAGYARORSZÁGA-MOMENTUM-PÁRBESZÉD,BALOGH CSABA ,192,"47,88%"
PEST,Göd,14,46,13, FIDESZ-KDNP,MARKÓ JÓZSEF ,177,"44,14%"
PEST,Göd,14,46,13, Mi Hazánk,SIPOS RICHÁRD ,32,"7,98%"
PEST,Göd,14,46,14, FIDESZ-KDNP,MARKÓ JÓZSEF ,309,"48,43%"
PEST,Göd,14,46,14, DK-JOBBIK-LMP-MINDENKI MAGYARORSZÁGA-MOMENTUM-PÁRBESZÉD,BALOGH CSABA ,276,"43,26%"
PEST,Göd,14,46,14, Mi Hazánk,SIPOS RICHÁRD ,53,"8,31%"
PEST,Göd,14,46,15, FIDESZ-KDNP,MARKÓ JÓZSEF ,301,"50,59%"
PEST,Göd,14,46,15, DK-JOBBIK-LMP-MINDENKI MAGYARORSZÁGA-MOMENTUM-PÁRBESZÉD,BALOGH CSABA ,249,"41,85%"
PEST,Göd,14,46,15, Mi Hazánk,SIPOS RICHÁRD ,45,"7,56%"
PEST,Göd,14,46,16, DK-JOBBIK-LMP-MINDENKI MAGYARORSZÁGA-MOMENTUM-PÁRBESZÉD,BALOGH CSABA ,250,"44,64%"
PEST,Göd,14,46,16, FIDESZ-KDNP,MARKÓ JÓZSEF ,222,"39,64%"
PEST,Göd,14,46,16, Mi Hazánk,SIPOS RICHÁRD ,88,"15,71%"
PEST,Göd,14,46,17, DK-JOBBIK-LMP-MINDENKI MAGYARORSZÁGA-MOMENTUM-PÁRBESZÉD,BALOGH CSABA ,341,"63,50%"
PEST,Göd,14,46,17, FIDESZ-KDNP,MARKÓ JÓZSEF ,166,"30,91%"
PEST,Göd,14,46,17, Mi Hazánk,SIPOS RICHÁRD ,30,"5,59%"
PEST,Gödöllő,14,47,1, FIDESZ-KDNP,KOLOZS CSABA ,253,"45,59%"
PEST,Gödöllő,14,47,1, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,241,"43,42%"
PEST,Gödöllő,14,47,1, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,34,"6,13%"
PEST,Gödöllő,14,47,1, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,27,"4,86%"
PEST,Gödöllő,14,47,2, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,207,"54,33%"
PEST,Gödöllő,14,47,2, FIDESZ-KDNP,KOLOZS CSABA ,141,"37,01%"
PEST,Gödöllő,14,47,2, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,24,"6,30%"
PEST,Gödöllő,14,47,2, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,9,"2,36%"
PEST,Gödöllő,14,47,3, FIDESZ-KDNP,KOLOZS CSABA ,346,"48,39%"
PEST,Gödöllő,14,47,3, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,313,"43,78%"
PEST,Gödöllő,14,47,3, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,28,"3,92%"
PEST,Gödöllő,14,47,3, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,28,"3,92%"
PEST,Gödöllő,14,47,4, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,234,"45,35%"
PEST,Gödöllő,14,47,4, FIDESZ-KDNP,KOLOZS CSABA ,210,"40,70%"
PEST,Gödöllő,14,47,4, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,47,"9,11%"
PEST,Gödöllő,14,47,4, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,25,"4,84%"
PEST,Gödöllő,14,47,5, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,266,"49,08%"
PEST,Gödöllő,14,47,5, FIDESZ-KDNP,KOLOZS CSABA ,225,"41,51%"
PEST,Gödöllő,14,47,5, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,26,"4,80%"
PEST,Gödöllő,14,47,5, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,25,"4,61%"
PEST,Gödöllő,14,47,6, FIDESZ-KDNP,KOLOZS CSABA ,331,"48,68%"
PEST,Gödöllő,14,47,6, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,301,"44,26%"
PEST,Gödöllő,14,47,6, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,28,"4,12%"
PEST,Gödöllő,14,47,6, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,20,"2,94%"
PEST,Gödöllő,14,47,7, FIDESZ-KDNP,KOLOZS CSABA ,227,"47,10%"
PEST,Gödöllő,14,47,7, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,208,"43,15%"
PEST,Gödöllő,14,47,7, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,25,"5,19%"
PEST,Gödöllő,14,47,7, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,22,"4,56%"
PEST,Gödöllő,14,47,8, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,258,"45,83%"
PEST,Gödöllő,14,47,8, FIDESZ-KDNP,KOLOZS CSABA ,251,"44,58%"
PEST,Gödöllő,14,47,8, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,35,"6,22%"
PEST,Gödöllő,14,47,8, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,19,"3,37%"
PEST,Gödöllő,14,47,9, FIDESZ-KDNP,KOLOZS CSABA ,336,"55,72%"
PEST,Gödöllő,14,47,9, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,219,"36,32%"
PEST,Gödöllő,14,47,9, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,25,"4,15%"
PEST,Gödöllő,14,47,9, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,23,"3,81%"
PEST,Gödöllő,14,47,10, FIDESZ-KDNP,KOLOZS CSABA ,71,"51,45%"
PEST,Gödöllő,14,47,10, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,55,"39,86%"
PEST,Gödöllő,14,47,10, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,9,"6,52%"
PEST,Gödöllő,14,47,10, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,3,"2,17%"
PEST,Gödöllő,14,47,11, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,326,"47,66%"
PEST,Gödöllő,14,47,11, FIDESZ-KDNP,KOLOZS CSABA ,303,"44,30%"
PEST,Gödöllő,14,47,11, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,34,"4,97%"
PEST,Gödöllő,14,47,11, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,21,"3,07%"
PEST,Gödöllő,14,47,12, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,311,"45,67%"
PEST,Gödöllő,14,47,12, FIDESZ-KDNP,KOLOZS CSABA ,309,"45,37%"
PEST,Gödöllő,14,47,12, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,43,"6,31%"
PEST,Gödöllő,14,47,12, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,18,"2,64%"
PEST,Gödöllő,14,47,13, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,303,"54,69%"
PEST,Gödöllő,14,47,13, FIDESZ-KDNP,KOLOZS CSABA ,207,"37,36%"
PEST,Gödöllő,14,47,13, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,25,"4,51%"
PEST,Gödöllő,14,47,13, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,19,"3,43%"
PEST,Gödöllő,14,47,14, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,255,"50,40%"
PEST,Gödöllő,14,47,14, FIDESZ-KDNP,KOLOZS CSABA ,215,"42,49%"
PEST,Gödöllő,14,47,14, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,23,"4,55%"
PEST,Gödöllő,14,47,14, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,13,"2,57%"
PEST,Gödöllő,14,47,15, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,211,"45,38%"
PEST,Gödöllő,14,47,15, FIDESZ-KDNP,KOLOZS CSABA ,207,"44,52%"
PEST,Gödöllő,14,47,15, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,30,"6,45%"
PEST,Gödöllő,14,47,15, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,17,"3,66%"
PEST,Gödöllő,14,47,16, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,296,"51,12%"
PEST,Gödöllő,14,47,16, FIDESZ-KDNP,KOLOZS CSABA ,245,"42,31%"
PEST,Gödöllő,14,47,16, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,27,"4,66%"
PEST,Gödöllő,14,47,16, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,11,"1,90%"
PEST,Gödöllő,14,47,17, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,261,"51,79%"
PEST,Gödöllő,14,47,17, FIDESZ-KDNP,KOLOZS CSABA ,204,"40,48%"
PEST,Gödöllő,14,47,17, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,26,"5,16%"
PEST,Gödöllő,14,47,17, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,13,"2,58%"
PEST,Gödöllő,14,47,18, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,212,"51,46%"
PEST,Gödöllő,14,47,18, FIDESZ-KDNP,KOLOZS CSABA ,157,"38,11%"
PEST,Gödöllő,14,47,18, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,32,"7,77%"
PEST,Gödöllő,14,47,18, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,11,"2,67%"
PEST,Gödöllő,14,47,19, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,218,"52,03%"
PEST,Gödöllő,14,47,19, FIDESZ-KDNP,KOLOZS CSABA ,157,"37,47%"
PEST,Gödöllő,14,47,19, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,25,"5,97%"
PEST,Gödöllő,14,47,19, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,19,"4,53%"
PEST,Gödöllő,14,47,20, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,234,"50,32%"
PEST,Gödöllő,14,47,20, FIDESZ-KDNP,KOLOZS CSABA ,188,"40,43%"
PEST,Gödöllő,14,47,20, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,33,"7,10%"
PEST,Gödöllő,14,47,20, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,10,"2,15%"
PEST,Gödöllő,14,47,21, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,284,"50,35%"
PEST,Gödöllő,14,47,21, FIDESZ-KDNP,KOLOZS CSABA ,234,"41,49%"
PEST,Gödöllő,14,47,21, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,39,"6,91%"
PEST,Gödöllő,14,47,21, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,7,"1,24%"
PEST,Gödöllő,14,47,22, FIDESZ-KDNP,KOLOZS CSABA ,198,"49,62%"
PEST,Gödöllő,14,47,22, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,171,"42,86%"
PEST,Gödöllő,14,47,22, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,24,"6,02%"
PEST,Gödöllő,14,47,22, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,6,"1,50%"
PEST,Gödöllő,14,47,23, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,205,"46,49%"
PEST,Gödöllő,14,47,23, FIDESZ-KDNP,KOLOZS CSABA ,187,"42,40%"
PEST,Gödöllő,14,47,23, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,27,"6,12%"
PEST,Gödöllő,14,47,23, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,22,"4,99%"
PEST,Gödöllő,14,47,24, FIDESZ-KDNP,KOLOZS CSABA ,394,"47,13%"
PEST,Gödöllő,14,47,24, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,381,"45,57%"
PEST,Gödöllő,14,47,24, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,40,"4,78%"
PEST,Gödöllő,14,47,24, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,21,"2,51%"
PEST,Gödöllő,14,47,25, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,254,"48,57%"
PEST,Gödöllő,14,47,25, FIDESZ-KDNP,KOLOZS CSABA ,236,"45,12%"
PEST,Gödöllő,14,47,25, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,24,"4,59%"
PEST,Gödöllő,14,47,25, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,9,"1,72%"
PEST,Gödöllő,14,47,26, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,263,"47,73%"
PEST,Gödöllő,14,47,26, FIDESZ-KDNP,KOLOZS CSABA ,249,"45,19%"
PEST,Gödöllő,14,47,26, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,23,"4,17%"
PEST,Gödöllő,14,47,26, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,16,"2,90%"
PEST,Gödöllő,14,47,27, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,287,"56,94%"
PEST,Gödöllő,14,47,27, FIDESZ-KDNP,KOLOZS CSABA ,189,"37,50%"
PEST,Gödöllő,14,47,27, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,17,"3,37%"
PEST,Gödöllő,14,47,27, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,11,"2,18%"
PEST,Gödöllő,14,47,28, GÖDÖLLŐI LOKÁLPATRIÓTA KLUB,DR. GÉMESI GYÖRGY ,352,"49,23%"
PEST,Gödöllő,14,47,28, FIDESZ-KDNP,KOLOZS CSABA ,307,"42,94%"
PEST,Gödöllő,14,47,28, DK-JOBBIK-PÁRBESZÉD-MSZP,KOVÁCS BARNABÁS ,35,"4,90%"
PEST,Gödöllő,14,47,28, HELYI-ÉRTÉK,DR. HENKEI VIKTÓRIA ,21,"2,94%"
PEST,Gyál,14,48,1, FIDESZ-KDNP,PÁPAI MIHÁLY ,309,"70,39%"
PEST,Gyál,14,48,1, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,130,"29,61%"
PEST,Gyál,14,48,2, FIDESZ-KDNP,PÁPAI MIHÁLY ,305,"66,45%"
PEST,Gyál,14,48,2, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,154,"33,55%"
PEST,Gyál,14,48,3, FIDESZ-KDNP,PÁPAI MIHÁLY ,261,"70,35%"
PEST,Gyál,14,48,3, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,110,"29,65%"
PEST,Gyál,14,48,4, FIDESZ-KDNP,PÁPAI MIHÁLY ,291,"67,99%"
PEST,Gyál,14,48,4, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,137,"32,01%"
PEST,Gyál,14,48,5, FIDESZ-KDNP,PÁPAI MIHÁLY ,248,"69,86%"
PEST,Gyál,14,48,5, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,107,"30,14%"
PEST,Gyál,14,48,6, FIDESZ-KDNP,PÁPAI MIHÁLY ,302,"76,84%"
PEST,Gyál,14,48,6, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,91,"23,16%"
PEST,Gyál,14,48,7, FIDESZ-KDNP,PÁPAI MIHÁLY ,246,"70,49%"
PEST,Gyál,14,48,7, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,103,"29,51%"
PEST,Gyál,14,48,8, FIDESZ-KDNP,PÁPAI MIHÁLY ,229,"69,60%"
PEST,Gyál,14,48,8, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,100,"30,40%"
PEST,Gyál,14,48,9, FIDESZ-KDNP,PÁPAI MIHÁLY ,313,"74,17%"
PEST,Gyál,14,48,9, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,109,"25,83%"
PEST,Gyál,14,48,10, FIDESZ-KDNP,PÁPAI MIHÁLY ,256,"67,19%"
PEST,Gyál,14,48,10, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,125,"32,81%"
PEST,Gyál,14,48,11, FIDESZ-KDNP,PÁPAI MIHÁLY ,204,"66,89%"
PEST,Gyál,14,48,11, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,101,"33,11%"
PEST,Gyál,14,48,12, FIDESZ-KDNP,PÁPAI MIHÁLY ,201,"68,37%"
PEST,Gyál,14,48,12, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,93,"31,63%"
PEST,Gyál,14,48,13, FIDESZ-KDNP,PÁPAI MIHÁLY ,204,"70,10%"
PEST,Gyál,14,48,13, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,87,"29,90%"
PEST,Gyál,14,48,14, FIDESZ-KDNP,PÁPAI MIHÁLY ,246,"72,14%"
PEST,Gyál,14,48,14, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,95,"27,86%"
PEST,Gyál,14,48,15, FIDESZ-KDNP,PÁPAI MIHÁLY ,202,"63,52%"
PEST,Gyál,14,48,15, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,116,"36,48%"
PEST,Gyál,14,48,16, FIDESZ-KDNP,PÁPAI MIHÁLY ,183,"61,62%"
PEST,Gyál,14,48,16, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,114,"38,38%"
PEST,Gyál,14,48,17, FIDESZ-KDNP,PÁPAI MIHÁLY ,304,"66,23%"
PEST,Gyál,14,48,17, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,155,"33,77%"
PEST,Gyál,14,48,18, FIDESZ-KDNP,PÁPAI MIHÁLY ,255,"62,35%"
PEST,Gyál,14,48,18, MOMENTUM-DK-MSZP,ENDRE DÁVID BENCE ,154,"37,65%"
PEST,Gyömrő,14,49,1, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,359,"67,23%"
PEST,Gyömrő,14,49,1, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,122,"22,85%"
PEST,Gyömrő,14,49,1, HEGY,HORVÁTH ISTVÁN ATTILA ,53,"9,93%"
PEST,Gyömrő,14,49,2, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,371,"69,09%"
PEST,Gyömrő,14,49,2, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,121,"22,53%"
PEST,Gyömrő,14,49,2, HEGY,HORVÁTH ISTVÁN ATTILA ,45,"8,38%"
PEST,Gyömrő,14,49,3, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,416,"70,15%"
PEST,Gyömrő,14,49,3, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,119,"20,07%"
PEST,Gyömrő,14,49,3, HEGY,HORVÁTH ISTVÁN ATTILA ,58,"9,78%"
PEST,Gyömrő,14,49,4, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,282,"67,46%"
PEST,Gyömrő,14,49,4, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,79,"18,90%"
PEST,Gyömrő,14,49,4, HEGY,HORVÁTH ISTVÁN ATTILA ,57,"13,64%"
PEST,Gyömrő,14,49,5, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,352,"67,56%"
PEST,Gyömrő,14,49,5, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,119,"22,84%"
PEST,Gyömrő,14,49,5, HEGY,HORVÁTH ISTVÁN ATTILA ,50,"9,60%"
PEST,Gyömrő,14,49,6, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,341,"74,95%"
PEST,Gyömrő,14,49,6, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,82,"18,02%"
PEST,Gyömrő,14,49,6, HEGY,HORVÁTH ISTVÁN ATTILA ,32,"7,03%"
PEST,Gyömrő,14,49,7, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,422,"70,92%"
PEST,Gyömrő,14,49,7, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,127,"21,34%"
PEST,Gyömrő,14,49,7, HEGY,HORVÁTH ISTVÁN ATTILA ,46,"7,73%"
PEST,Gyömrő,14,49,8, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,326,"64,05%"
PEST,Gyömrő,14,49,8, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,150,"29,47%"
PEST,Gyömrő,14,49,8, HEGY,HORVÁTH ISTVÁN ATTILA ,33,"6,48%"
PEST,Gyömrő,14,49,9, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,308,"71,63%"
PEST,Gyömrő,14,49,9, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,80,"18,60%"
PEST,Gyömrő,14,49,9, HEGY,HORVÁTH ISTVÁN ATTILA ,42,"9,77%"
PEST,Gyömrő,14,49,10, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,248,"55,61%"
PEST,Gyömrő,14,49,10, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,147,"32,96%"
PEST,Gyömrő,14,49,10, HEGY,HORVÁTH ISTVÁN ATTILA ,51,"11,43%"
PEST,Gyömrő,14,49,11, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,288,"68,41%"
PEST,Gyömrő,14,49,11, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,98,"23,28%"
PEST,Gyömrő,14,49,11, HEGY,HORVÁTH ISTVÁN ATTILA ,35,"8,31%"
PEST,Gyömrő,14,49,12, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,366,"67,53%"
PEST,Gyömrő,14,49,12, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,131,"24,17%"
PEST,Gyömrő,14,49,12, HEGY,HORVÁTH ISTVÁN ATTILA ,45,"8,30%"
PEST,Gyömrő,14,49,13, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,271,"62,30%"
PEST,Gyömrő,14,49,13, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,121,"27,82%"
PEST,Gyömrő,14,49,13, HEGY,HORVÁTH ISTVÁN ATTILA ,43,"9,89%"
PEST,Gyömrő,14,49,14, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,284,"69,10%"
PEST,Gyömrő,14,49,14, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,92,"22,38%"
PEST,Gyömrő,14,49,14, HEGY,HORVÁTH ISTVÁN ATTILA ,35,"8,52%"
PEST,Gyömrő,14,49,15, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,345,"72,18%"
PEST,Gyömrő,14,49,15, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,99,"20,71%"
PEST,Gyömrő,14,49,15, HEGY,HORVÁTH ISTVÁN ATTILA ,34,"7,11%"
PEST,Gyömrő,14,49,16, JÓ ITT ÉLNI! KÖZÖSSÉG,GYENES LEVENTE ZOLTÁN ,366,"59,42%"
PEST,Gyömrő,14,49,16, GYÖMRŐ 2000 KÖR-FIDESZ,DR. MEZEY ATTILA ,197,"31,98%"
PEST,Gyömrő,14,49,16, HEGY,HORVÁTH ISTVÁN ATTILA ,53,"8,60%"
PEST,Halásztelek,14,50,1, FIDESZ-KDNP,SZABÓ TIBOR ,277,"47,59%"
PEST,Halásztelek,14,50,1, SIKERES HALÁSZTELEKÉRT,SZENTGYÖRGYI JÓZSEF ,244,"41,92%"
PEST,Halásztelek,14,50,1, Független,BALÁZS ZOLTÁN ÁDÁM ,61,"10,48%"
PEST,Halásztelek,14,50,2, SIKERES HALÁSZTELEKÉRT,SZENTGYÖRGYI JÓZSEF ,223,"45,42%"
PEST,Halásztelek,14,50,2, FIDESZ-KDNP,SZABÓ TIBOR ,219,"44,60%"
PEST,Halásztelek,14,50,2, Független,BALÁZS ZOLTÁN ÁDÁM ,49,"9,98%"
PEST,Halásztelek,14,50,3, FIDESZ-KDNP,SZABÓ TIBOR ,256,"46,97%"
PEST,Halásztelek,14,50,3, SIKERES HALÁSZTELEKÉRT,SZENTGYÖRGYI JÓZSEF ,242,"44,40%"
PEST,Halásztelek,14,50,3, Független,BALÁZS ZOLTÁN ÁDÁM ,47,"8,62%"
PEST,Halásztelek,14,50,4, FIDESZ-KDNP,SZABÓ TIBOR ,248,"49,50%"
